bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Genomic length of genes,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
917,0.13,2,L-TADs,912,3R,22086550,22360849,274300,99415,104.22,Null,0.704474,0.0284339,6927.15,0.13,0.070811,1824,1595,1986,1961,1.11521937,1.240482555,0.4041907898,0.449590132,6,6,
918,0.06,0,NonL-TADs,913,3R,22360850,22391849,31000,59845,50.39,Null,0.527798,0.0250348,621.501,0.06,0.015084,2680,2070,2635,2716,2.573824071,2.793717777,4.968725856,5.393227108,6,,6
919,0.13,2,L-TADs,914,3R,22391850,22690649,298800,153968,107.24,Null,0.700813,0.0302079,7687.7,0.13,0.070811,5601,4091,5282,5360,2.041249338,2.159574734,1.051830917,1.112802552,6,6,
920,0.05,0,NonL-TADs,915,3R,22690650,22705949,15300,16708,39.82,Active,0.626239,0.0334892,754.265,0.05,0.010475,13763,10981,11755,11305,48.02402543,43.12313122,52.4434913,47.09158669,6,,6
921,0.08,1,L-TADs,916,3R,22705950,22772649,66700,62636,65.05,Null,0.625277,0.0318634,3235.2,0.08,0.026816,1114,1057,969,1041,1.123955011,1.002645695,1.055472955,0.941554959,6,5,
922,0.05,0,NonL-TADs,917,3R,22772650,22788149,15500,13297,39.99,Null,0.638251,0.0321533,1355.34,0.05,0.010475,1830,2266,2620,3163,9.988939877,13.58860815,8.569221519,11.65727242,6,,6
923,0.06,0,NonL-TADs,918,3R,22788150,22815649,27500,21335,48.42,Active,0.587155,0.0374657,1212.46,0.06,0.015084,2923,2784,3319,3438,8.674178306,9.895476763,6.729585242,7.67709079,6,,6
924,0.11,1,L-TADs,919,3R,22815650,22977149,161500,120235,87.35,Null,0.741574,0.0378217,8649.34,0.11,0.050699,4632,3442,4363,4161,2.177564146,2.215072702,1.621172911,1.649097624,6,6,
925,0.09,1,L-TADs,920,3R,22977150,23052749,75600,37771,67.83,PcG,0.707428,0.0503631,4917.96,0.09,0.033939,2995,3016,3134,3513,5.160613864,5.498479969,2.578327332,2.747130779,6,6,
926,0.05,0,NonL-TADs,921,3R,23052750,23064749,12000,13753,36.72,Active,0.626532,0.0535566,919.224,0.05,0.010475,1376,1295,1426,1426,6.297810156,6.47929166,7.217815256,7.425808183,6,,6
927,0.07,0,NonL-TADs,922,3R,23064750,23114949,50200,49513,59.17,Active,0.51823,0.0578504,2724.12,0.07,0.020531,20267,16259,19460,19517,23.92191779,24.59600766,23.59454015,24.25940492,6,,6
928,0.13,1,L-TADs,923,3R,23114950,23407449,292500,125460,106.48,Null,0.694616,0.0794236,10912.3,0.13,0.070811,4549,3528,4806,4695,2.087651104,2.366134819,0.8954417353,1.014889827,6,6,
929,0.06,0,NonL-TADs,924,3R,23407450,23431349,23900,20338,46.2,Active,0.50303,0.0856408,1069.51,0.06,0.015084,3097,2784,3293,3246,9.3768303,10.04566164,7.979329483,8.548479764,6,,6
930,0.13,1,L-TADs,925,3R,23431350,23732749,301400,155065,107.55,Null,0.645501,0.105981,13082.8,0.13,0.070811,9050,7375,8251,8746,3.434825787,3.424789967,1.767157467,1.761994214,6,5,
931,0.05,0,NonL-TADs,926,3R,23732750,23745949,13200,7947,37.91,Active,0.407357,0.0957841,702.859,0.05,0.010475,2812,2297,2541,2686,20.84710768,20.550611,12.55090642,12.37240194,5,,6
932,0.07,0,NonL-TADs,927,3R,23745950,23788749,42800,39691,56.11,Active,0.370986,0.0974465,2373.17,0.07,0.020531,56136,46641,51110,51871,83.96861999,81.06633058,77.86912374,75.17765718,5,,6
933,0.15,1,L-TADs,928,3R,23788750,24172149,383400,200269,116.53,Null,0.679595,0.108938,12575.6,0.15,0.094275,19615,15440,18033,18440,5.676091164,5.69027439,2.964906368,2.972314976,6,6,
934,0.12,1,L-TADs,929,3R,24172150,24371549,199400,113075,93.71,Null,0.55083,0.09133,5700.18,0.12,0.060336,1087,798,1069,978,0.5405773912,0.5656225271,0.3065485883,0.3207510895,6,4,
935,0.08,0,NonL-TADs,930,3R,24371550,24426549,55000,11223,61,PcG,0.254419,0.0780597,2850.82,0.08,0.026816,15493,12288,15170,14413,80.26977238,82.35855196,16.37941192,16.80563688,4,,5
936,0.07,0,NonL-TADs,931,3R,24426550,24460649,34100,30383,52.02,Null,0.173016,0.0702737,2037.85,0.07,0.020531,1084,988,1058,1123,2.211425012,2.24285121,1.970373201,1.998373851,3,,3
937,0.07,0,NonL-TADs,932,3R,24460650,24499249,38600,5959,54.21,Null,0.139452,0.0668063,828.664,0.07,0.020531,11,8,5,12,0.1033935234,0.08913555799,0.01596171,0.01376059042,2,,3
938,0.1,0,NonL-TADs,933,3R,24499250,24635349,136100,76900,82.51,Null,0.120624,0.069032,5932.33,0.1,0.0419,2308,1721,2514,2560,1.698963495,2.061577068,0.959958066,1.16484406,2,,2
939,0.07,0,NonL-TADs,934,3R,24635350,24670749,35400,31735,52.67,Active,0.137577,0.0671662,2144.52,0.07,0.020531,7259,5545,6916,7393,13.08338986,14.0878991,11.72885246,12.62936379,2,,3
940,0.07,0,NonL-TADs,935,3R,24670750,24713649,42900,58003,56.15,Null,0.197699,0.0747498,3009.83,0.07,0.020531,3717,2832,3305,3225,3.661319712,3.517532967,4.950292011,4.755884957,3,,4
941,0.1,1,L-TADs,936,3R,24713650,24851649,138000,110994,82.89,Null,0.271381,0.0887489,9364.34,0.1,0.0419,2950,2387,2836,2822,1.55923229,1.592718014,1.25409731,1.281030023,4,2,
942,0.07,0,NonL-TADs,937,3R,24851650,24888849,37200,32135,53.55,Active,0.205925,0.0880508,4266.11,0.07,0.020531,5584,4857,5709,5924,10.53602789,11.31068416,9.10148538,9.770667623,3,,4
943,0.09,0,NonL-TADs,938,3R,24888850,24976049,87200,83543,71.13,Active,0.150877,0.0838603,10617.7,0.09,0.033939,13417,11815,13862,14192,9.793878891,10.4920458,9.383142479,10.05202961,2,,3
944,0.09,0,NonL-TADs,939,3R,24976050,25076849,100800,73911,74.65,Active,0.181364,0.0898088,11592,0.09,0.033939,48825,34233,45587,45874,36.44059932,38.66360265,26.71985254,28.3498565,3,,4
945,0.12,1,L-TADs,940,3R,25076850,25304549,227700,81359,97.95,Null,0.318282,0.0867024,15804.1,0.12,0.060336,6583,4981,6643,6510,4.609094377,5.051201224,1.646865654,1.804833906,4,2,
946,0.04,0,NonL-TADs,941,3R,25304550,25315549,11000,4145,35.67,Active,0.24919,0.0821494,0,0.04,0.006704,553,501,532,552,8.24573163,8.171093854,3.1071416,3.07901673,4,,5
947,0.05,0,NonL-TADs,942,3R,25315550,25329249,13700,12040,38.38,Active,0.237251,0.0838406,1325.21,0.05,0.010475,4051,3878,4133,4185,21.35526922,21.58578667,18.76769645,18.97028259,3,,4
948,0.09,0,NonL-TADs,943,3R,25329250,25416949,87700,12000,71.27,PcG,0.245307,0.0889505,4713.25,0.09,0.033939,0,0,4,4,0,0.02082975647,0,0.002850137716,4,,4
949,0.1,1,L-TADs,944,3R,25416950,25549049,132100,88819,81.69,PcG,0.335102,0.0910599,8402.19,0.1,0.0419,8048,6232,7242,7269,5.213572871,5.1046611,3.505407486,3.432179366,4,2,
950,0.06,0,NonL-TADs,945,3R,25549050,25575449,26400,22875,47.76,Active,0.278526,0.0853919,1579.1,0.06,0.015084,38117,34589,35897,36834,103.0676251,99.34223069,89.30575475,86.07778512,4,,5
951,0.1,0,NonL-TADs,946,3R,25575450,25683849,108400,79824,76.48,Active,0.250853,0.088404,15762.3,0.1,0.0419,29469,23691,27668,28848,21.59556673,22.12143936,15.90262471,16.28986878,4,,5
952,0.11,2,L-TADs,947,3R,25683850,25847149,163300,149715,87.68,Active,0.398547,0.0835126,26381.1,0.11,0.050699,110517,104204,101360,103700,46.50742842,42.79480876,42.63845466,39.23468949,5,3,
953,0.07,0,NonL-TADs,948,3R,25847150,25884549,37400,95236,53.64,Active,0.320766,0.0675587,4930.93,0.07,0.020531,26209,23125,25159,25186,16.79802809,16.51698029,42.77478617,42.05912124,4,,5
954,0.11,1,L-TADs,949,3R,25884550,26032749,148200,51003,84.89,Null,0.353207,0.0589952,9499.85,0.11,0.050699,46272,44485,43483,44383,57.70288529,53.82705083,19.85843629,18.52456865,5,2,
955,0.12,0,NonL-TADs,950,3R,26032750,26250349,217600,107747,96.48,Null,0.17082,0.0533525,8444.76,0.12,0.060336,11020,9593,10737,11078,6.203676406,6.325946024,3.071817655,3.132360782,3,,3
956,0.11,0,NonL-TADs,951,3R,26250350,26426849,176500,164100,89.98,Null,0.174374,0.0511901,6485.94,0.11,0.050699,18463,16336,17989,17947,6.876561048,6.842213242,6.393448544,6.361513841,3,,3
957,0.12,1,L-TADs,952,3R,26426850,26614249,187400,47379,91.79,PcG,0.380196,0.0680772,4487.48,0.12,0.060336,4543,2554,4140,4370,4.857379494,5.612018856,1.228056473,1.418846539,5,3,
958,0.05,0,NonL-TADs,953,3R,26614250,26633649,19400,17817,43.1,Active,0.288379,0.0713005,1046.08,0.05,0.010475,4912,4460,4697,5127,17.0573209,17.22777636,15.66547868,15.82202533,4,,5
959,0.09,0,NonL-TADs,954,3R,26633650,26714949,81300,49348,69.49,PcG,0.276453,0.0730629,3335.73,0.09,0.033939,16937,13437,16393,17191,19.95931133,21.26367456,12.11503193,12.90676276,4,,5
960,0.11,1,L-TADs,955,3R,26714950,26886749,171800,99133,89.17,PcG,0.382791,0.0677022,4999.33,0.11,0.050699,2116,1734,2011,2070,1.259376544,1.286245289,0.72669252,0.7421964741,5,3,
961,0.1,0,NonL-TADs,956,3R,26886750,27020549,133800,100824,82.04,Null,0.232904,0.0556697,4768.32,0.1,0.0419,264,276,341,374,0.173677259,0.2215733736,0.1308732135,0.1669649762,3,,4
962,0.06,0,NonL-TADs,957,3R,27020550,27044949,24400,22019,46.52,Active,0.273586,0.0590954,638.283,0.06,0.015084,14320,12497,12258,11745,39.49350881,34.05990131,35.63965453,30.73626914,4,,5
963,0.11,1,L-TADs,958,3R,27044950,27208749,163800,113535,87.77,Null,0.360775,0.0582655,5562.11,0.11,0.050699,2147,1572,2115,2180,1.062207917,1.181976537,0.7362501577,0.8192656049,5,2,
964,0.06,0,NonL-TADs,959,3R,27208750,27231049,22300,65857,45.15,Null,0.289979,0.0556523,629.716,0.06,0.015084,3704,3173,3965,3929,3.386181253,3.745162191,10.00016766,11.06032047,4,,5
965,0.08,0,NonL-TADs,960,3R,27231050,27283949,52900,0,60.22,Null,0.283471,0.0582158,2972.68,0.08,0.026816,0,0,0,0,0,0,0,0,4,,5
966,0.1,1,L-TADs,961,3R,27283950,27396349,112400,35960,77.41,Null,0.38328,0.0788253,4217.52,0.1,0.0419,1040,992,996,1093,1.83238674,1.815073468,0.586233338,0.580694323,5,3,
967,0.06,0,NonL-TADs,962,3R,27396350,27422949,26600,22813,47.88,Active,0.340946,0.0855648,1966.58,0.06,0.015084,37222,35398,35516,35352,103.2254926,97.0606572,88.5294422,83.24228469,4,,5
968,0.05,0,NonL-TADs,963,3R,27422950,27439249,16300,18924,40.67,Active,0.342811,0.0881824,0,0.05,0.010475,9760,7713,9785,9933,29.9410935,32.55557531,34.76105849,37.79642376,4,,5
969,0.1,1,L-TADs,964,3R,27439250,27563449,124200,42850,80.03,Null,0.362543,0.0970973,8402.54,0.1,0.0419,4897,4014,5080,5348,6.743552413,7.603711803,2.326579878,2.623341794,5,2,
970,0.05,0,NonL-TADs,965,3R,27563450,27575149,11700,13403,36.41,Active,0.311225,0.120799,0,0.05,0.010475,33338,31778,28949,29106,157.5428932,135.335915,180.4741365,155.0348092,4,,5
971,0.08,0,NonL-TADs,966,3R,27575150,27637949,62800,53241,63.76,Active,0.275093,0.149787,4958.46,0.08,0.026816,13149,11472,13179,13324,14.99590236,15.55336214,12.71332544,13.18593238,4,,5
974,0.09,0,NonL-TADs,967,4,87250,162949,75700,63744,67.86,HP1/centro,0.0688411,0.0377933,1003.45,0.09,0.033939,8091,7633,9290,9213,7.999021105,9.069394391,6.73566184,7.63698119,1,,2
975,0.08,0,NonL-TADs,968,4,162950,236049,73100,54327,67.07,HP1/centro,0.125909,0.046908,643.659,0.08,0.026816,6866,7074,8009,8437,8.320705868,9.458450907,6.183843881,7.029401675,2,,2
976,0.09,1,L-TADs,969,4,236050,325849,89800,70645,71.83,HP1/centro,0.185483,0.0577906,1168.57,0.09,0.033939,24,27,27,33,0.02341002441,0.02653659965,0.01841649415,0.02087614791,3,1,
977,0.08,0,NonL-TADs,970,4,325850,380249,54400,41488,60.78,HP1/centro,0.181678,0.0621558,692.151,0.08,0.026816,7485,7444,8885,9155,11.66866948,13.58593353,8.899076461,10.36127225,3,,4
978,0.05,0,NonL-TADs,971,4,380250,395449,15200,15033,39.73,HP1/centro,0.197596,0.0606036,0,0.05,0.010475,3669,3303,3812,3788,15.03920367,15.79586402,14.87397032,15.62231736,3,,4
979,0.08,1,L-TADs,972,4,395450,454649,59200,17757,62.52,HP1/centro,0.199241,0.0687929,976.728,0.08,0.026816,19,15,23,21,0.06209011186,0.07742095665,0.0186238871,0.02322236364,3,1,
980,0.08,0,NonL-TADs,973,4,454650,506649,52000,36025,59.87,HP1/centro,0.172844,0.0740644,863.799,0.08,0.026816,4294,4094,5263,4980,7.55035814,8.883797178,5.230801,6.15459218,3,,3
981,0.08,0,NonL-TADs,974,4,506650,577949,71300,48494,66.51,HP1/centro,0.132126,0.0771194,916.622,0.08,0.026816,1662,1292,1830,1697,1.975311548,2.272442501,1.343488895,1.545579616,2,,3
982,0.08,0,NonL-TADs,975,4,577950,630649,52700,31815,60.14,HP1/centro,0.12603,0.0788331,683.001,0.08,0.026816,4514,4617,4974,5100,9.306781869,9.893397771,5.618505981,5.972646111,2,,3
983,0.07,0,NonL-TADs,976,4,630650,680049,49400,40967,58.86,HP1/centro,0.141114,0.0783186,672.405,0.07,0.020531,5824,5313,6540,6536,8.815504627,9.972779151,7.310623037,8.270340961,2,,3
984,0.07,0,NonL-TADs,977,4,680050,717749,37700,16635,53.79,HP1/centro,0.175982,0.0804408,232.025,0.07,0.020531,2648,2489,3204,3067,10.0138223,11.77848538,4.418565888,5.19721762,3,,3
985,0.11,1,L-TADs,978,4,717750,872949,155200,127549,86.2,HP1/centro,0.270051,0.0922968,1589.02,0.11,0.050699,1434,1369,1805,1701,0.7126218916,0.858836128,0.5856585673,0.7058227403,4,1,
986,0.05,0,NonL-TADs,979,4,872950,888649,15700,11673,40.17,HP1/centro,0.197313,0.0778473,176.729,0.05,0.010475,3109,2577,3086,3053,15.79564955,16.43200655,11.74411575,12.2172492,3,,4
987,0.09,0,NonL-TADs,980,4,888650,980349,91700,68111,72.33,HP1/centro,0.156014,0.0861009,1167.54,0.09,0.033939,7921,7218,8912,8738,7.207639427,8.096604111,5.35353903,6.013825547,3,,3
988,0.08,0,NonL-TADs,981,4,980350,1048249,67900,39440,65.44,HP1/centro,0.16018,0.0851027,931.684,0.08,0.026816,5794,5892,7373,7751,9.608201351,11.98133508,5.580964083,6.959408768,3,,3
989,0.06,0,NonL-TADs,982,4,1048250,1081349,33100,26621,51.5,HP1/centro,0.198062,0.0834109,588.498,0.06,0.015084,39601,37627,42188,40546,94.07268558,97.10355013,75.65888105,78.09648363,3,,4
990,0.08,1,L-TADs,983,4,1081350,1133349,52000,43266,59.87,HP1/centro,0.211267,0.0911243,783.117,0.08,0.026816,0,10,5,8,0.007494909169,0.009387977886,0.006236052694,0.007811158678,3,1,
991,0.09,0,NonL-TADs,984,4,1133350,1220449,87100,77854,71.1,HP1/centro,0.189621,0.106298,1290.93,0.09,0.033939,6510,7009,8160,7931,5.630886289,6.457695393,5.033146052,5.77218619,3,,4
992,0.05,0,NonL-TADs,985,4,1220450,1234749,14300,5999,38.93,HP1/centro,0.180415,0.116753,0,0.05,0.010475,921,976,1207,1178,10.2541954,12.4218126,4.301742531,5.211080684,3,,4
993,0.13,2,L-TADs,986,X,173850,425249,251400,241518,101.24,Null,0.63622,0.139752,10814.4,0.13,0.070811,7429,6760,7052,7337,1.905089595,1.861472225,1.830204569,1.788301706,6,5,
994,0.09,0,NonL-TADs,987,X,425250,513049,87800,71295,71.29,PcG,0.363885,0.10862,3407.11,0.09,0.033939,1273,762,1172,1197,0.925589587,1.038200991,0.7515935035,0.8430357589,5,,6
995,0.07,0,NonL-TADs,988,X,513050,551249,38200,33624,54.02,Active,0.436892,0.100384,2309,0.07,0.020531,26409,24231,25244,24374,48.83795158,46.10683693,42.98762523,40.58367238,5,,6
996,0.1,1,L-TADs,989,X,551250,658949,107700,75309,76.32,Null,0.631106,0.107504,4883.43,0.1,0.0419,19982,15048,19521,19847,15.08364757,16.33322417,10.54720905,11.42097288,6,5,
997,0.16,2,L-TADs,990,X,658950,1129149,470200,296676,124.73,Null,0.798349,0.107954,20471.9,0.16,0.107264,15567,12069,15712,15614,3.02068813,3.299118995,1.90592444,2.081602354,6,6,
998,0.1,1,L-TADs,991,X,1129150,1268749,139600,100895,83.21,Active,0.737952,0.096141,15889,0.1,0.0419,8077,5870,7747,7608,4.482541058,4.755055909,3.23972765,3.436686003,6,6,
999,0.06,1,L-TADs,992,X,1268750,1293949,25200,21290,47.03,Active,0.64782,0.0801546,2218.48,0.06,0.015084,3711,3286,3619,3705,10.65735254,10.74850656,9.003771256,9.080781929,6,5,
1000,0.08,0,NonL-TADs,993,X,1293950,1356849,62900,47427,63.79,Null,0.542769,0.0730467,7237.7,0.08,0.026816,1741,1371,1586,1673,2.127781625,2.147010448,1.604360876,1.618859531,6,,6
1001,0.05,0,NonL-TADs,994,X,1356850,1375149,18300,18211,42.27,Active,0.418558,0.0721542,2703.9,0.05,0.010475,5929,4824,5554,5869,19.14736302,19.59845491,19.05424197,19.50314002,5,,6
1002,0.07,0,NonL-TADs,995,X,1375150,1410649,35500,28520,52.72,Active,0.38496,0.0731733,3704.42,0.07,0.020531,35585,33145,31510,32467,78.14657393,70.08899,62.78141658,56.30811253,5,,6
1003,0.11,1,L-TADs,996,X,1410650,1558649,148000,56621,84.85,Null,0.46601,0.0645652,9646.76,0.11,0.050699,366,198,314,308,0.3230090486,0.3432324189,0.1235749685,0.1313119107,5,3,
1004,0.12,0,NonL-TADs,997,X,1558650,1753549,194900,81219,93,Null,0.249074,0.0580635,13212,0.12,0.060336,5542,4757,5483,5594,4.111975705,4.261278995,1.713548255,1.77576613,4,,5
1005,0.12,1,L-TADs,998,X,1753550,1971649,218100,196759,96.56,Active,0.378808,0.071368,32057,0.12,0.060336,36879,32096,35557,36516,11.36763767,11.44493801,10.25531875,10.32505528,5,2,
1006,0.07,0,NonL-TADs,999,X,1971650,2013749,42100,40326,55.8,Active,0.218612,0.0726018,6195.86,0.07,0.020531,4977,4163,5013,5492,7.349777127,8.139287002,7.04007393,7.796315621,3,,4
1007,0.09,0,NonL-TADs,1000,X,2013750,2117549,103800,77609,75.39,Active,0.16957,0.0768917,14330.9,0.09,0.033939,19662,16929,18197,18996,15.28886729,14.973543,11.43115319,11.19539209,3,,3
1008,0.07,0,NonL-TADs,1001,X,2117550,2165549,48000,47555,58.3,Active,0.166446,0.0698154,8531.04,0.07,0.020531,17062,14692,17607,17955,21.65286531,23.36498159,21.4521252,23.14836874,3,,3
1009,0.08,0,NonL-TADs,1002,X,2165550,2233549,68000,28923,65.47,Null,0.200502,0.0635311,7067.67,0.08,0.026816,3159,2288,2995,2783,6.106989279,6.241797163,2.597536043,2.654874991,3,,4
1010,0.1,1,L-TADs,1003,X,2233550,2339549,106000,58051,75.91,PcG,0.300288,0.0675194,8771.11,0.1,0.0419,1674,1703,1738,1807,1.886402986,1.908015883,1.033090375,1.044926699,4,2,
1011,0.1,0,NonL-TADs,1004,X,2339550,2480249,140700,104922,83.43,Null,0.182199,0.0509763,11264.7,0.1,0.0419,3331,2402,2963,3019,1.771856317,1.781374782,1.321298568,1.328396623,3,,4
1012,0.07,0,NonL-TADs,1005,X,2480250,2529949,49700,79119,58.98,Active,0.158615,0.0501022,5539.35,0.07,0.020531,20975,18348,20929,21579,16.11680583,16.78670019,25.65685232,26.72327832,3,,3
1013,0.1,0,NonL-TADs,1006,X,2529950,2636849,106900,55982,76.13,Active,0.193789,0.0552523,11321.8,0.1,0.0419,9899,8061,9281,9667,10.40329808,10.57524452,5.448058309,5.538104195,3,,4
1014,0.15,2,L-TADs,1007,X,2636850,3027849,391000,92030,117.3,Null,0.530207,0.0395841,11354.2,0.15,0.094275,237,207,196,206,0.1564467941,0.1364809644,0.03682301396,0.03212363978,6,4,
1015,0.07,0,NonL-TADs,1008,X,3027850,3068649,40800,40289,55.22,Null,0.385887,0.0335333,1118.52,0.07,0.020531,366,290,388,342,0.5279958041,0.5661243351,0.5213829154,0.5590339054,5,,6
1016,0.14,1,L-TADs,1009,X,3068650,3375849,307200,203544,108.23,Null,0.694586,0.0388699,8747.98,0.14,0.082124,1542,1457,1642,1642,0.4777836465,0.5041041759,0.3165689927,0.3340083997,6,6,
1017,0.12,1,L-TADs,1010,X,3375850,3565849,190000,152627,92.22,Null,0.746937,0.0395224,5165.85,0.12,0.060336,1869,2090,2247,2272,0.8411380005,0.9250951945,0.6756861558,0.7431289698,6,6,
1018,0.13,1,L-TADs,1011,X,3565850,3830949,265100,207798,103.05,Null,0.779474,0.0559543,10095.5,0.13,0.070811,9199,7427,10139,10207,2.594534995,3.059237037,2.033720041,2.397975624,6,6,
1019,0.06,0,NonL-TADs,1012,X,3830950,3863349,32400,25526,51.14,Active,0.64323,0.0480288,1942.64,0.06,0.015084,4782,3565,4755,4771,10.60378146,11.66012655,8.354077949,9.186308341,6,,6
1020,0.1,1,L-TADs,1013,X,3863350,3999249,135900,17598,82.47,Null,0.752324,0.0470717,5069.51,0.1,0.0419,1018,819,897,916,3.385002259,3.218918214,0.4383316391,0.4168250385,6,6,
1021,0.12,2,L-TADs,1014,X,3999250,4216249,217000,115529,96.39,Null,0.818137,0.0503591,8896.41,0.12,0.060336,5189,4273,4925,4999,2.655859213,2.683930051,1.413957415,1.428902096,6,6,
1022,0.12,1,L-TADs,1015,X,4216250,4424149,207900,121090,95.03,PcG,0.835485,0.0576018,7390.18,0.12,0.060336,1193,1094,1258,1234,0.6124505166,0.6430062738,0.3567178117,0.3745148134,6,6,
1023,0.06,1,L-TADs,1016,X,4424150,4449349,25200,19666,47.03,Active,0.735545,0.0645429,775.617,0.06,0.015084,4117,3949,4019,4004,13.30011214,12.74665434,10.37936529,9.947448583,6,6,
1024,0.1,0,NonL-TADs,1017,X,4449350,4579349,130000,70215,81.26,PcG,0.604209,0.0565643,6965.01,0.1,0.0419,5112,4515,4812,5110,4.446048455,4.415142998,2.401379171,2.384686658,6,,6
1025,0.12,1,L-TADs,1018,X,4579350,4804449,225100,65215,97.58,Null,0.743089,0.0661583,8270.15,0.12,0.060336,9740,6692,8461,7784,8.170639468,7.783011437,2.367162385,2.254860466,6,6,
1026,0.11,1,L-TADs,1019,X,4804450,4977649,173200,66991,89.41,Null,0.672123,0.0641258,6935.76,0.11,0.050699,4571,3762,4630,4314,4.033648414,4.171485914,1.560150929,1.613464277,6,6,
1027,0.12,0,NonL-TADs,1020,X,4977650,5182949,205300,180307,94.63,Null,0.367436,0.0628735,8924.46,0.12,0.060336,10,13,13,14,0.004136455613,0.004678715398,0.00363288798,0.004109133644,5,,6
1028,0.1,1,L-TADs,1021,X,5182950,5314749,131800,107808,81.63,Active,0.622902,0.0661792,11477.4,0.1,0.0419,14434,11947,13041,13252,7.935117912,7.620169008,6.490661546,6.233043858,6,5,
1029,0.12,3,L-TADs,1022,X,5314750,5507349,192600,109325,92.64,PcG,0.625014,0.0583658,16853.7,0.12,0.060336,11380,8499,9813,10113,5.896416701,5.694768728,3.346966541,3.232505666,6,5,
1030,0.08,0,NonL-TADs,1023,X,5507350,5560249,52900,47286,60.22,Active,0.349365,0.0607634,5576.35,0.08,0.026816,25050,20669,22834,23986,31.35286732,30.93672117,28.02555169,27.65356894,5,,6
1031,0.08,0,NonL-TADs,1024,X,5560250,5632049,71800,59051,66.67,Active,0.333244,0.0595828,6678.34,0.08,0.026816,90582,76550,82216,79584,91.77945481,85.61043668,75.48284939,70.40921861,4,,5
1032,0.06,1,L-TADs,1025,X,5632050,5658949,26900,24440,48.06,Active,0.325165,0.0545609,2405.37,0.06,0.015084,21353,18821,20626,21452,53.30365552,53.79344269,48.42904613,48.87404235,4,2,
1033,0.1,0,NonL-TADs,1026,X,5658950,5771349,112400,56573,77.41,Null,0.297608,0.0505617,10428.5,0.1,0.0419,14342,13286,14852,16307,15.83628678,17.20876695,7.970696191,8.661490862,4,,5
1034,0.07,0,NonL-TADs,1027,X,5771350,5813449,42100,42502,55.8,Active,0.313428,0.0447989,3767.55,0.07,0.020531,95459,85549,88994,88884,138.1024944,130.7640378,139.4211928,132.0126635,4,,5
1035,0.1,1,L-TADs,1028,X,5813450,5929349,115900,52012,78.21,PcG,0.433963,0.0450856,9088.67,0.1,0.0419,1456,1386,1562,1497,1.771877281,1.837601661,0.7951585948,0.8246534735,5,3,
1036,0.12,1,L-TADs,1029,X,5929350,6118449,189100,104032,92.07,Null,0.543708,0.0623527,10014.1,0.12,0.060336,15490,13725,14427,14891,9.106511969,8.805273382,5.009881825,4.844157591,6,4,
1037,0.09,0,NonL-TADs,1030,X,6118450,6195549,77100,62801,68.27,Active,0.237553,0.0423711,7499.7,0.09,0.033939,49463,42840,46742,48954,47.66091517,47.61049288,38.82170082,38.78062987,3,,4
1038,0.07,0,NonL-TADs,1031,X,6195550,6241649,46100,22380,57.52,Null,0.211631,0.0476219,6060.08,0.07,0.020531,3460,2863,3074,3307,9.161703224,8.908490352,4.447698875,4.32477254,3,,4
1039,0.06,0,NonL-TADs,1032,X,6241650,6268749,27100,20696,48.18,Active,0.23862,0.0523997,1959.26,0.06,0.015084,20250,18416,19638,20577,60.58372198,60.71235915,46.26718487,46.3654238,3,,4
1040,0.11,2,L-TADs,1033,X,6268750,6416849,148100,63116,84.87,Null,0.378692,0.0773147,7269.67,0.11,0.050699,53,16,47,36,0.03545053087,0.04108791243,0.01510800612,0.01751049751,5,2,
1041,0.1,0,NonL-TADs,1034,X,6416850,6549849,133000,130128,81.88,Null,0.180493,0.0724467,10816.4,0.1,0.0419,61210,49833,54192,54491,27.67155413,26.09554158,27.07401501,25.53203484,3,,4
1042,0.07,0,NonL-TADs,1035,X,6549850,6591349,41500,34831,55.54,Active,0.140504,0.0703499,4325.53,0.07,0.020531,17750,14902,16574,16779,30.39883671,29.91881661,25.51378027,25.11089883,2,,3
1043,0.07,0,NonL-TADs,1036,X,6591350,6636749,45400,39651,57.22,Null,0.133639,0.0652771,4685.27,0.07,0.020531,12624,12202,12785,13056,20.30325767,20.36247776,17.73225704,17.7839781,2,,3
1044,0.08,0,NonL-TADs,1037,X,6636750,6698149,61400,64240,63.28,Active,0.142589,0.0565065,7573.34,0.08,0.026816,12115,9313,12081,12724,10.81656154,12.06449508,11.31687155,12.6225271,2,,3
1045,0.08,0,NonL-TADs,1038,X,6698150,6770049,71900,64434,66.7,Active,0.189705,0.0449335,10227.1,0.08,0.026816,10082,7694,9771,9777,8.9460654,9.479003621,8.017117913,8.494716541,3,,4
1046,0.1,1,L-TADs,1039,X,6770050,6908249,138200,58022,82.93,Null,0.338671,0.0493767,9748.61,0.1,0.0419,5561,5189,5602,5520,6.007985688,5.989156307,2.52239758,2.514492238,4,2,
